Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome,Attrition
30,Travel_Rarely,Research & Development,Medical,B,Female,C,C,A,Married,11916,Yes,9,C,9,1,0,8,17,No
39,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,B,C,Single,4534,No,9,C,8,7,1,7,18,No
31,Non-Travel,Sales,Life Sciences,D,Female,C,C,C,Divorced,9852,Yes,10,B,10,8,9,6,2,No
41,Non-Travel,Sales,Medical,C,Male,A,B,B,Single,6151,No,19,C,19,2,11,9,10,No
31,Travel_Frequently,Sales,Life Sciences,D,Female,C,A,B,Single,2302,Yes,3,D,3,2,2,2,1,Yes
44,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,A,Married,2362,No,10,D,3,2,1,2,3,Yes
42,Non-Travel,Research & Development,Life Sciences,C,Male,C,D,C,Married,17861,Yes,21,B,20,8,2,10,2,No
55,Travel_Rarely,Research & Development,Medical,D,Female,A,D,C,Married,19187,No,23,C,19,9,9,11,2,No
56,Travel_Rarely,Human Resources,Life Sciences,D,Male,C,D,B,Single,19717,No,36,C,7,3,7,7,8,No
40,Non-Travel,Research & Development,Life Sciences,C,Male,C,A,C,Divorced,3544,No,6,C,4,2,0,0,16,No
34,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,C,D,Divorced,8500,No,10,B,9,7,1,6,9,No
40,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,B,D,Single,4661,No,9,C,9,8,8,8,2,No
41,Travel_Frequently,Sales,Marketing,C,Female,C,B,A,Divorced,4103,No,10,C,9,3,1,7,1,No
35,Travel_Frequently,Research & Development,Life Sciences,C,Male,C,B,C,Single,4249,Yes,9,C,9,6,1,1,4,No
51,Travel_Rarely,Human Resources,Life Sciences,C,Male,C,D,B,Divorced,14026,Yes,33,C,33,9,0,10,5,No
38,Travel_Rarely,Sales,Life Sciences,B,Female,C,B,A,Divorced,6893,No,11,C,7,7,1,7,2,No
34,Travel_Rarely,Sales,Medical,C,Female,C,B,A,Single,6125,No,10,D,10,8,9,6,15,No
25,Travel_Rarely,Research & Development,Medical,D,Male,C,A,D,Married,3669,No,7,B,3,2,1,2,19,No
58,Travel_Rarely,Research & Development,Medical,C,Female,B,C,A,Married,10008,Yes,31,B,10,9,5,9,7,Yes
40,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,A,B,Married,2387,No,7,C,4,2,0,3,1,No
36,Travel_Frequently,Sales,Marketing,A,Female,D,B,A,Married,4639,No,17,B,15,7,6,13,7,No
48,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,C,D,Single,7898,No,11,C,10,9,0,8,4,No
27,Travel_Rarely,Sales,Medical,C,Female,D,A,D,Married,2534,No,5,C,1,0,0,0,11,No
51,Travel_Rarely,Research & Development,Technical Degree,D,Female,B,D,B,Single,13142,No,29,B,5,2,0,3,11,No
18,Non-Travel,Research & Development,Life Sciences,D,Female,C,A,D,Single,1611,No,0,D,0,0,0,0,1,No
35,Travel_Rarely,Research & Development,Medical,D,Female,B,B,D,Married,5363,No,10,C,9,7,0,0,1,No
27,Travel_Frequently,Sales,Life Sciences,D,Male,A,B,D,Single,5071,No,8,C,6,2,0,0,2,No
55,Travel_Rarely,Sales,Marketing,A,Male,D,D,C,Single,13695,Yes,24,B,19,7,3,8,13,Yes
56,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,D,B,Married,13402,Yes,33,C,19,16,15,9,23,No
34,Non-Travel,Research & Development,Technical Degree,A,Female,B,A,C,Divorced,2029,No,5,C,5,4,0,0,26,No
40,Travel_Rarely,Research & Development,Medical,B,Female,D,B,C,Divorced,6377,No,15,C,12,11,11,8,2,No
34,Travel_Rarely,Research & Development,Medical,B,Male,C,B,C,Married,5429,No,10,C,8,7,7,7,29,No
31,Travel_Frequently,Sales,Life Sciences,C,Female,B,A,D,Single,2785,No,3,D,1,0,0,0,2,Yes
35,Travel_Frequently,Sales,Marketing,D,Female,C,B,C,Married,4614,Yes,5,B,4,2,3,2,18,Yes
38,Travel_Frequently,Research & Development,Life Sciences,D,Male,D,A,C,Divorced,2610,No,4,C,4,2,0,3,7,No
34,Travel_Rarely,Research & Development,Technical Degree,C,Female,C,B,D,Single,6687,No,14,D,14,11,4,11,2,No
28,Travel_Rarely,Sales,Life Sciences,C,Male,B,B,A,Married,4724,No,5,C,5,3,0,4,26,No
31,Travel_Rarely,Research & Development,Medical,D,Male,C,B,C,Married,6179,Yes,10,B,10,2,6,7,22,Yes
39,Travel_Rarely,Sales,Life Sciences,A,Male,B,B,D,Married,6120,Yes,8,D,5,4,1,4,21,No
51,Travel_Frequently,Sales,Marketing,B,Male,C,C,B,Married,10596,No,14,C,4,2,3,2,2,No
41,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,B,D,Divorced,5467,Yes,12,B,6,2,3,3,22,No
37,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,A,C,Married,2996,Yes,8,C,6,4,1,3,4,No
33,Travel_Frequently,Sales,Life Sciences,B,Male,C,B,D,Married,9998,No,8,D,5,4,1,2,5,No
32,Travel_Rarely,Sales,Marketing,C,Male,C,B,B,Married,4078,Yes,4,B,3,2,1,2,2,No
39,Non-Travel,Research & Development,Life Sciences,C,Male,C,C,C,Married,10920,No,13,C,6,4,0,5,25,No
25,Travel_Rarely,Sales,Life Sciences,A,Male,D,B,C,Married,6232,No,6,B,3,2,1,2,18,No
52,Travel_Frequently,Research & Development,Medical,D,Female,D,D,C,Married,13247,Yes,24,B,5,3,0,2,28,No
43,Travel_Rarely,Research & Development,Medical,A,Female,B,B,C,Single,4081,Yes,20,A,20,7,1,8,6,No
27,Travel_Rarely,Sales,Marketing,D,Female,B,B,D,Married,5769,Yes,6,C,6,2,4,4,10,No
27,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,A,C,Single,2394,Yes,8,C,8,2,7,7,17,Yes
26,Travel_Rarely,Research & Development,Medical,A,Male,B,A,D,Single,3904,No,5,C,4,3,1,1,2,No
42,Travel_Rarely,Human Resources,Human Resources,C,Female,C,D,A,Married,16799,No,21,C,20,7,0,9,10,No
52,Travel_Rarely,Research & Development,Other,C,Female,C,A,A,Married,2950,No,12,A,5,4,0,4,8,No
37,Travel_Rarely,Research & Development,Medical,A,Female,C,A,C,Single,3629,No,8,C,3,2,0,2,11,No
35,Travel_Frequently,Research & Development,Life Sciences,C,Male,C,C,D,Single,9362,No,10,C,2,2,2,2,18,No
25,Travel_Rarely,Research & Development,Technical Degree,A,Male,C,A,D,Married,3229,No,7,B,3,2,0,2,1,No
26,Travel_Rarely,Research & Development,Other,C,Male,D,A,A,Single,3578,No,8,C,7,7,0,7,7,No
29,Travel_Rarely,Human Resources,Other,B,Male,B,C,A,Single,7988,No,10,B,10,9,0,9,17,No
49,Travel_Frequently,Research & Development,Life Sciences,A,Male,B,B,A,Single,4284,No,20,C,4,3,1,3,28,Yes
29,Travel_Frequently,Research & Development,Other,C,Female,C,C,D,Single,7553,Yes,9,C,8,7,7,7,14,Yes
54,Travel_Rarely,Research & Development,Medical,D,Female,C,D,D,Single,17328,No,29,B,20,7,12,7,1,No
58,Travel_Rarely,Research & Development,Medical,D,Female,C,D,A,Married,19701,Yes,32,C,9,8,1,5,1,No
55,Travel_Rarely,Research & Development,Medical,B,Male,D,D,D,Divorced,14732,No,31,D,7,7,0,0,1,No
36,Travel_Rarely,Sales,Marketing,A,Female,C,B,B,Single,9278,Yes,15,C,5,4,0,1,3,No
31,Travel_Frequently,Sales,Life Sciences,B,Female,A,A,C,Single,1359,No,1,C,1,0,0,0,1,Yes
30,Travel_Rarely,Sales,Marketing,D,Female,C,B,A,Divorced,4779,No,8,C,3,2,0,2,7,No
31,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,D,B,Single,16422,No,9,D,3,2,1,0,8,No
34,Travel_Frequently,Research & Development,Other,D,Male,C,A,A,Divorced,2996,No,10,C,4,3,1,3,1,No
31,Travel_Rarely,Research & Development,Life Sciences,A,Female,B,A,B,Single,1261,No,1,D,1,0,0,0,8,Yes
27,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,A,A,Married,2099,No,6,D,5,0,1,4,11,No
36,Travel_Rarely,Research & Development,Life Sciences,A,Male,B,B,D,Single,5810,No,10,B,10,4,1,8,4,No
36,Travel_Rarely,Sales,Marketing,C,Female,B,B,A,Married,5647,No,11,B,3,2,0,2,16,No
47,Travel_Rarely,Research & Development,Technical Degree,A,Male,C,A,D,Married,3420,No,17,B,6,5,1,2,1,No
25,Travel_Rarely,Sales,Life Sciences,A,Male,B,A,A,Married,4400,No,6,C,3,2,2,2,9,Yes
37,Non-Travel,Research & Development,Technical Degree,C,Male,D,A,C,Single,3500,No,7,A,6,5,1,3,5,No
56,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,A,A,Married,2066,No,5,D,3,2,1,0,1,No
47,Travel_Rarely,Research & Development,Medical,A,Female,C,D,C,Married,17169,No,26,D,20,17,5,6,2,No
24,Travel_Rarely,Sales,Medical,D,Female,C,B,C,Married,4162,Yes,5,C,5,4,0,3,4,No
32,Travel_Rarely,Sales,Marketing,D,Male,C,B,D,Married,9204,No,7,B,4,3,0,3,7,No
34,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,A,B,Married,3294,No,7,B,5,4,0,2,1,No
41,Travel_Rarely,Research & Development,Medical,B,Male,D,A,C,Married,2127,Yes,7,B,4,2,0,3,5,No
40,Non-Travel,Research & Development,Other,C,Male,C,B,C,Divorced,3975,No,11,D,8,7,0,7,9,No
31,Travel_Rarely,Sales,Life Sciences,A,Male,C,C,D,Divorced,10793,No,13,C,13,7,9,9,8,No
46,Travel_Rarely,Sales,Marketing,A,Male,C,C,D,Divorced,10096,No,28,D,7,7,4,3,9,Yes
39,Non-Travel,Research & Development,Life Sciences,A,Female,B,A,A,Single,3646,Yes,11,D,1,0,0,0,2,Yes
31,Travel_Frequently,Research & Development,Life Sciences,C,Female,D,C,B,Single,7446,No,10,C,10,8,4,7,1,Yes
45,Travel_Rarely,Research & Development,Medical,B,Male,A,C,A,Divorced,10851,Yes,24,C,7,7,0,7,20,No
31,Travel_Rarely,Human Resources,Medical,D,Female,D,A,B,Single,2109,No,8,C,3,2,0,2,8,No
31,Travel_Frequently,Research & Development,Life Sciences,B,Male,C,A,D,Married,3722,Yes,7,A,2,2,2,2,2,Yes
45,Travel_Rarely,Research & Development,Technical Degree,B,Male,C,C,D,Married,9380,Yes,10,D,3,1,1,2,29,No
48,Travel_Rarely,Sales,Marketing,C,Male,C,B,A,Divorced,5486,No,15,C,2,2,2,2,7,No
34,Travel_Rarely,Human Resources,Technical Degree,A,Female,C,A,C,Married,2742,No,2,C,2,2,2,2,9,Yes
40,Non-Travel,Research & Development,Medical,D,Male,B,C,B,Divorced,13757,No,16,C,9,8,4,8,8,No
28,Travel_Rarely,Sales,Medical,D,Male,C,B,A,Single,8463,No,6,C,5,4,1,3,5,No
44,Non-Travel,Research & Development,Life Sciences,C,Male,B,A,C,Single,3162,No,7,C,5,2,0,3,5,No
53,Travel_Rarely,Research & Development,Medical,D,Male,D,D,B,Single,16598,No,35,B,9,8,8,8,2,No
49,Travel_Rarely,Research & Development,Technical Degree,A,Male,C,B,C,Married,6651,No,20,B,3,2,1,2,5,No
40,Travel_Rarely,Research & Development,Medical,C,Male,C,A,C,Divorced,2345,No,8,D,3,1,1,2,2,No
44,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,A,B,Single,3420,No,6,B,5,2,1,3,20,No
33,Travel_Frequently,Sales,Medical,D,Male,C,B,A,Married,4373,No,5,C,4,3,0,3,7,No
34,Travel_Rarely,Sales,Other,D,Male,A,B,A,Single,4759,No,15,C,13,9,3,12,3,No
30,Travel_Rarely,Sales,Life Sciences,D,Male,C,B,C,Married,5301,No,4,B,2,1,2,2,16,No
42,Travel_Frequently,Research & Development,Medical,A,Female,C,A,D,Single,3673,No,12,C,12,9,5,8,9,No
44,Travel_Frequently,Sales,Marketing,A,Female,C,B,C,Married,4768,No,11,B,1,0,0,0,1,No
30,Non-Travel,Research & Development,Technical Degree,C,Male,C,A,C,Divorced,1274,No,1,B,1,0,0,0,7,No
57,Travel_Rarely,Research & Development,Life Sciences,B,Male,D,B,C,Married,4900,No,13,B,12,9,2,8,1,No
49,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,C,B,Divorced,10466,No,29,C,8,7,0,7,7,No
34,Travel_Frequently,Research & Development,Medical,B,Male,C,D,A,Divorced,17007,No,16,B,14,8,6,9,15,No
28,Travel_Frequently,Sales,Technical Degree,A,Male,C,A,C,Married,2909,No,5,D,3,2,1,2,1,Yes
29,Travel_Frequently,Sales,Technical Degree,A,Female,C,B,B,Single,5765,No,7,A,5,3,0,0,13,Yes
34,Travel_Rarely,Sales,Medical,A,Female,B,B,B,Single,4599,Yes,16,D,15,9,10,10,24,Yes
35,Travel_Rarely,Sales,Life Sciences,D,Male,C,A,C,Married,2404,No,1,C,1,0,0,0,7,No
24,Travel_Frequently,Research & Development,Medical,B,Male,C,A,A,Single,3172,Yes,4,B,0,0,0,0,9,Yes
24,Non-Travel,Sales,Life Sciences,D,Female,C,A,B,Married,2033,No,1,C,1,0,0,0,13,No
44,Travel_Frequently,Research & Development,Medical,B,Male,C,C,C,Single,10209,Yes,16,B,2,2,2,2,2,No
29,Travel_Rarely,Sales,Life Sciences,C,Male,B,B,C,Divorced,8620,No,10,C,10,7,0,4,19,No
30,Travel_Rarely,Human Resources,Life Sciences,C,Male,C,A,C,Divorced,2064,No,6,D,5,3,1,3,1,No
55,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,B,C,Married,4035,Yes,4,C,3,2,1,2,4,No
33,Travel_Rarely,Research & Development,Medical,A,Female,B,A,B,Married,3838,No,8,C,5,4,0,2,4,No
47,Travel_Rarely,Sales,Medical,C,Female,C,B,C,Married,4591,Yes,11,B,5,4,1,2,14,No
28,Travel_Frequently,Research & Development,Medical,C,Male,B,A,A,Single,2561,No,8,B,0,0,0,0,2,Yes
28,Travel_Rarely,Research & Development,Life Sciences,A,Male,B,A,C,Divorced,1563,No,1,A,1,0,0,0,1,No
28,Travel_Frequently,Sales,Life Sciences,C,Male,C,B,A,Single,4898,No,5,C,4,2,1,3,7,No
49,Travel_Rarely,Research & Development,Medical,C,Female,B,B,A,Married,4789,No,10,C,3,2,1,2,3,No
29,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,A,B,Married,3180,No,4,C,3,2,0,2,2,No
28,Travel_Rarely,Research & Development,Life Sciences,C,Male,A,B,B,Married,6549,No,8,B,8,6,1,7,29,No
33,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,B,C,Single,6388,Yes,14,C,0,0,0,0,8,No
32,Travel_Rarely,Research & Development,Medical,C,Male,C,C,D,Single,11244,No,10,D,5,2,0,0,10,No
54,Travel_Frequently,Research & Development,Medical,B,Female,C,D,D,Divorced,16032,No,26,C,14,9,1,12,11,No
29,Travel_Rarely,Research & Development,Technical Degree,A,Male,B,A,A,Single,2362,No,11,A,9,7,0,7,1,Yes
44,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,D,A,Married,16328,No,24,D,20,6,14,17,28,No
39,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,C,B,Single,8376,No,9,C,2,0,2,2,6,No
46,Travel_Rarely,Sales,Life Sciences,C,Female,C,D,B,Married,16606,No,23,D,13,12,5,1,3,No
35,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,C,B,Single,8606,No,11,A,11,8,3,3,16,No
23,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,B,C,Single,2272,No,5,C,4,3,1,2,20,No
40,Travel_Rarely,Research & Development,Life Sciences,D,Male,C,A,A,Single,2018,No,15,A,5,4,1,0,9,Yes
34,Travel_Rarely,Sales,Technical Degree,D,Male,B,C,C,Married,7083,Yes,10,C,10,9,8,6,1,No
31,Travel_Frequently,Research & Development,Life Sciences,D,Female,C,A,C,Single,4084,No,7,A,7,2,7,7,3,Yes
50,Travel_Frequently,Research & Development,Medical,C,Male,A,D,D,Single,14411,Yes,32,C,32,6,13,9,22,No
34,Travel_Rarely,Sales,Technical Degree,B,Male,C,A,C,Married,2308,Yes,12,C,11,10,5,7,7,No
42,Travel_Rarely,Research & Development,Medical,C,Male,B,A,B,Married,4841,No,4,C,1,0,0,0,2,No
37,Travel_Rarely,Research & Development,Medical,A,Male,C,B,D,Married,4285,No,10,C,10,8,3,7,13,No
29,Travel_Rarely,Research & Development,Other,C,Female,A,B,A,Married,9715,No,9,C,7,7,0,7,8,No
33,Travel_Rarely,Research & Development,Life Sciences,D,Male,B,B,B,Single,4320,No,5,C,5,3,0,2,25,No
45,Travel_Rarely,Research & Development,Technical Degree,D,Male,C,A,D,Married,2132,No,8,C,5,4,0,3,28,No
42,Travel_Frequently,Research & Development,Life Sciences,D,Male,C,C,D,Married,10124,Yes,24,A,20,8,13,9,2,No
40,Travel_Rarely,Sales,Medical,A,Male,C,B,A,Married,5473,No,9,D,8,4,7,1,9,No
33,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,B,C,Married,5207,Yes,15,C,15,14,5,7,28,No
40,Travel_Rarely,Human Resources,Medical,C,Male,C,D,D,Single,16437,Yes,21,C,21,7,7,7,6,No
24,Travel_Rarely,Research & Development,Technical Degree,C,Male,B,A,A,Divorced,2296,No,2,C,1,1,0,0,21,No
40,Non-Travel,Research & Development,Life Sciences,D,Male,C,B,D,Divorced,4069,Yes,8,C,2,2,2,2,8,No
45,Travel_Rarely,Research & Development,Technical Degree,A,Male,C,C,B,Divorced,7441,No,10,C,10,8,7,7,1,No
35,Travel_Rarely,Sales,Life Sciences,B,Female,B,A,C,Married,2430,No,6,C,5,3,4,2,28,No
32,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,B,B,Married,5878,No,12,C,7,1,2,5,5,No
36,Travel_Rarely,Sales,Life Sciences,C,Male,C,A,D,Single,2644,Yes,7,B,3,2,1,2,2,No
48,Travel_Rarely,Sales,Life Sciences,C,Female,C,B,C,Divorced,6439,No,18,C,8,7,7,7,16,No
29,Travel_Rarely,Research & Development,Life Sciences,C,Male,D,A,C,Married,2451,No,5,B,1,0,0,0,9,No
33,Travel_Rarely,Sales,Life Sciences,A,Male,C,B,A,Married,6392,No,8,A,2,2,2,2,8,No
30,Travel_Rarely,Sales,Life Sciences,B,Male,B,B,A,Married,9714,No,10,C,10,8,6,7,1,Yes
38,Travel_Frequently,Human Resources,Human Resources,C,Male,C,B,C,Married,6077,No,10,C,6,3,1,2,10,No
35,Travel_Rarely,Research & Development,Medical,D,Male,B,A,A,Single,2450,No,3,C,3,0,1,2,1,No
30,Travel_Rarely,Sales,Technical Degree,C,Male,C,C,B,Married,9250,No,9,C,4,2,1,3,29,No
35,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,A,A,Divorced,2074,Yes,1,C,1,0,0,0,2,Yes
53,Travel_Rarely,Research & Development,Technical Degree,C,Female,B,C,D,Married,10169,No,34,C,33,7,1,9,2,Yes
38,Travel_Rarely,Research & Development,Medical,C,Male,C,B,B,Married,4855,No,7,C,5,2,1,4,2,Yes
32,Non-Travel,Research & Development,Technical Degree,D,Male,C,B,A,Married,4087,No,9,B,6,5,1,2,1,No
48,Travel_Rarely,Research & Development,Other,C,Female,C,A,A,Married,2367,No,10,B,8,2,7,6,15,No
34,Travel_Rarely,Research & Development,Medical,A,Male,C,A,D,Single,2972,No,1,A,1,0,0,0,7,No
55,Travel_Rarely,Sales,Marketing,C,Male,B,D,D,Married,19586,No,36,C,36,6,2,13,26,No
34,Travel_Rarely,Research & Development,Life Sciences,B,Male,C,B,D,Married,5484,No,9,B,2,2,2,1,1,No
26,Travel_Rarely,Research & Development,Life Sciences,A,Female,C,A,D,Married,2061,No,1,C,1,0,0,0,3,No
38,Travel_Rarely,Sales,Life Sciences,C,Male,C,B,B,Married,9924,No,10,C,9,8,7,7,14,No
38,Travel_Rarely,Sales,Life Sciences,B,Female,C,B,B,Single,4198,No,8,D,3,2,1,2,16,No
36,Travel_Rarely,Sales,Life Sciences,B,Female,C,B,C,Single,6815,No,15,C,1,0,0,0,1,No
29,Travel_Rarely,Research & Development,Medical,B,Male,C,A,A,Single,4723,Yes,10,C,10,9,1,5,3,No
35,Travel_Rarely,Research & Development,Medical,A,Female,C,B,C,Single,6142,Yes,10,C,5,2,0,4,10,No
39,Travel_Rarely,Sales,Medical,D,Male,D,C,C,Married,8237,No,11,C,7,6,7,6,6,No
29,Travel_Frequently,Research & Development,Life Sciences,A,Male,C,B,D,Divorced,8853,No,6,D,6,4,1,3,2,No
50,Travel_Rarely,Sales,Marketing,C,Male,C,D,C,Married,19331,Yes,27,C,1,0,0,0,9,No
23,Travel_Rarely,Research & Development,Technical Degree,D,Male,D,A,C,Married,2073,No,4,C,2,2,2,2,10,No
36,Travel_Frequently,Research & Development,Life Sciences,A,Male,D,B,A,Married,5562,Yes,9,C,3,2,0,2,6,No
42,Travel_Rarely,Research & Development,Other,D,Male,B,D,D,Single,19613,No,24,C,1,0,0,1,9,No
35,Travel_Rarely,Research & Development,Life Sciences,B,Male,D,B,C,Married,3407,No,10,B,10,9,6,8,28,No
34,Travel_Frequently,Research & Development,Technical Degree,D,Male,B,B,C,Married,5063,No,8,B,8,2,7,7,10,No
40,Travel_Rarely,Sales,Life Sciences,D,Female,C,B,A,Married,4639,No,5,C,5,4,1,2,14,No
43,Travel_Rarely,Research & Development,Technical Degree,D,Male,D,A,B,Divorced,4876,No,8,C,6,4,0,2,27,No
35,Travel_Rarely,Research & Development,Life Sciences,C,Male,B,A,D,Married,2690,No,1,B,1,0,0,1,7,No
46,Travel_Rarely,Sales,Life Sciences,D,Male,D,D,A,Single,17567,No,27,A,26,0,0,12,1,No
28,Travel_Rarely,Research & Development,Medical,C,Male,C,A,B,Married,2408,Yes,1,C,1,1,0,0,24,Yes
22,Non-Travel,Research & Development,Other,B,Female,B,A,C,Married,2814,Yes,4,B,4,2,1,3,26,No
50,Travel_Frequently,Research & Development,Medical,B,Male,C,D,C,Married,11245,Yes,32,C,30,8,12,13,20,No
32,Travel_Rarely,Research & Development,Other,B,Female,D,A,D,Married,3312,No,6,C,3,2,0,2,5,No
44,Travel_Rarely,Research & Development,Medical,B,Female,C,D,D,Divorced,19049,Yes,23,B,22,7,1,10,7,No
30,Travel_Rarely,Research & Development,Medical,B,Male,B,A,B,Married,2141,No,6,B,6,4,1,1,7,No
45,Travel_Rarely,Research & Development,Medical,C,Female,A,B,A,Single,5769,Yes,10,C,10,7,1,4,5,No
45,Non-Travel,Sales,Marketing,A,Male,B,B,A,Married,4385,No,10,C,10,7,4,5,26,No
31,Travel_Frequently,Sales,Other,D,Male,C,B,A,Single,5332,No,10,C,5,2,0,3,2,No
36,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,B,C,Married,4663,Yes,7,C,3,2,1,1,12,No
34,Travel_Frequently,Research & Development,Life Sciences,C,Male,D,B,D,Divorced,4724,No,9,C,9,7,7,2,10,No
49,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,A,A,Married,3211,No,10,B,9,6,1,4,25,No
39,Travel_Rarely,Research & Development,Medical,B,Male,C,B,A,Married,5377,No,10,C,7,7,7,7,10,No
27,Travel_Rarely,Research & Development,Other,D,Male,B,A,A,Divorced,4066,No,7,C,7,7,0,7,19,No
35,Travel_Rarely,Research & Development,Life Sciences,B,Male,D,B,A,Married,5208,No,16,C,16,15,1,10,18,No
28,Travel_Rarely,Research & Development,Medical,B,Female,A,B,A,Divorced,4877,No,6,B,5,3,0,0,27,No
21,Travel_Rarely,Research & Development,Medical,C,Male,C,A,D,Single,3117,No,3,C,2,2,2,2,5,No
18,Travel_Frequently,Sales,Medical,B,Female,C,A,D,Single,1569,Yes,0,D,0,0,0,0,3,Yes
47,Travel_Rarely,Human Resources,Life Sciences,D,Female,C,D,C,Married,19658,No,27,C,5,2,1,0,26,No
39,Travel_Rarely,Research & Development,Medical,C,Male,B,B,C,Divorced,3069,No,11,C,10,8,0,7,3,No
40,Travel_Rarely,Research & Development,Life Sciences,A,Female,B,C,C,Married,10435,No,18,C,18,15,14,12,15,No
35,Non-Travel,Research & Development,Life Sciences,C,Female,C,B,C,Married,4148,No,15,C,14,11,2,9,8,No
37,Travel_Rarely,Research & Development,Life Sciences,C,Male,C,B,C,Married,5768,No,9,B,4,3,0,2,19,No
39,Travel_Frequently,Research & Development,Medical,A,Female,C,B,C,Single,5042,No,10,A,9,2,3,8,4,No
45,Travel_Rarely,Research & Development,Other,D,Female,B,B,D,Divorced,5770,No,10,C,10,7,3,9,2,No
38,Travel_Rarely,Research & Development,Medical,D,Female,B,C,C,Married,7756,Yes,10,D,5,4,0,2,2,No
35,Travel_Rarely,Sales,Medical,D,Male,B,C,A,Married,10306,No,15,C,13,12,6,0,10,Yes
37,Travel_Rarely,Research & Development,Medical,B,Female,C,A,B,Married,3936,No,8,A,8,4,7,7,10,No
40,Travel_Rarely,Research & Development,Life Sciences,C,Female,C,C,D,Single,7945,Yes,18,B,4,2,3,3,16,No
44,Travel_Frequently,Human Resources,Human Resources,A,Male,C,B,D,Married,5743,Yes,14,C,10,7,0,2,1,No
48,Travel_Frequently,Research & Development,Medical,C,Male,B,D,D,Married,15202,No,23,C,2,2,2,2,4,No
35,Travel_Rarely,Sales,Medical,A,Male,A,B,D,Divorced,5440,Yes,7,B,2,2,2,2,15,Yes
24,Travel_Frequently,Research & Development,Technical Degree,A,Female,C,A,D,Single,3760,Yes,6,C,6,3,1,3,2,No
27,Travel_Rarely,Research & Development,Medical,B,Female,D,A,C,Married,3517,No,5,C,3,2,0,2,8,No
27,Travel_Frequently,Research & Development,Medical,D,Male,C,A,D,Single,2580,No,6,B,4,2,1,2,2,No
40,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,A,Single,2166,Yes,10,A,4,2,0,3,7,Yes
29,Travel_Rarely,Sales,Medical,C,Male,B,B,C,Single,5869,No,8,C,5,2,1,4,10,No
36,Travel_Rarely,Research & Development,Life Sciences,B,Female,C,C,A,Married,8008,No,9,C,3,2,0,2,5,No
25,Travel_Frequently,Research & Development,Life Sciences,D,Male,D,B,C,Divorced,5206,No,7,C,7,7,0,7,2,No
39,Travel_Rarely,Research & Development,Medical,D,Male,C,B,B,Married,5295,No,7,C,5,4,1,0,12,No
49,Travel_Rarely,Research & Development,Other,A,Female,C,D,B,Married,16413,No,27,C,4,2,1,2,22,No
50,Travel_Rarely,Research & Development,Life Sciences,D,Female,B,C,A,Divorced,13269,No,19,C,14,11,1,11,17,No
20,Travel_Rarely,Sales,Medical,C,Female,C,A,C,Single,2783,No,2,C,2,2,2,2,2,No
34,Travel_Rarely,Research & Development,Life Sciences,D,Female,C,B,B,Divorced,5433,No,11,C,11,8,7,9,3,No
36,Travel_Rarely,Research & Development,Life Sciences,A,Male,C,A,B,Single,2013,No,15,C,4,3,1,3,7,No
49,Travel_Rarely,Research & Development,Life Sciences,C,Female,B,D,C,Married,13966,Yes,30,C,15,11,2,12,6,No
36,Non-Travel,Research & Development,Medical,D,Female,B,B,C,Married,4374,No,4,C,3,2,1,2,1,No
36,Travel_Rarely,Research & Development,Life Sciences,D,Male,D,B,A,Divorced,6842,No,13,C,5,4,0,4,3,No
54,Travel_Rarely,Research & Development,Medical,B,Female,C,D,C,Married,17426,No,36,C,10,8,4,7,22,No
43,Travel_Rarely,Research & Development,Life Sciences,C,Male,B,D,C,Married,17603,No,14,C,14,10,6,11,15,No
